UniversityName;NumStudents;WikiPageID
FIU Herbert Wertheim College of Medicine;480;9976621
FIU Robert Stempel College of Public Health and Social Work;1121;21210322
FOM University of Applied Sciences for Economics and Management;42500;15310952
FON University;863;15196174
Fachhochschule Wedel University of Applied Sciences;1350;6063609
Faculdade de Direito da Universidade Federal de Minas Gerais;2000;20812666
Facultad de Derecho Eugenio Maria de Hostos;148;25446759
Faculte de Theologie Evangelique de Boma;60;13350461
Faculty of Administration, Ljubljana;1500;27430605
Faculty of Agriculture, University of Peradeniya;1303;30370308
Faculty of Architecture, Design and Urbanism, University of Buenos Aires;26;71717565
Faculty of Architecture, University of Zagreb;1017;40101201
Faculty of Dental Medicine of Monastir;1516;57548342
Faculty of Dental Sciences, University of Peradeniya;385;30370845
Faculty of Dentistry, University of Buenos Aires;2046;71796968
Faculty of Dramatic Arts, University of Arts in Belgrade;398;61621413
Faculty of Economic Sciences, University of Buenos Aires;36233;71781935
Faculty of Economics Podgorica;6000;36954856
Faculty of Economics and Business, University of Zagreb;8500;61617735
Faculty of Education, University of Cambridge;1000;29078634
Faculty of Engineering, University of Buenos Aires;8698;71835706
Faculty of Engineering, University of Peradeniya;1500;25801904
Faculty of Exact and Natural Sciences;7120;5153914
Faculty of Fine Arts and Music, University of Melbourne;7000;3002363
Faculty of Fine Arts of Pontevedra;700;67231375
Faculty of Humanities, Charles University;3249;72121125
Faculty of Humanities, University of Mostar;3000;44749566
Faculty of Humanities and Social Sciences, University of Zagreb;7800;18814781
Faculty of Informatics and Statistics, University of Economics in Prague;2490;33517523
Faculty of Information Technology, Czech Technical University in Prague;2250;58804418
Faculty of International Relations, University of Economics in Prague;4446;32768397
Faculty of Law, Political Science and Criminology of the University of Liège;1800;64693722
Faculty of Law, Thammasat University;4000;18916407
Faculty of Law, University of Buenos Aires;23790;71843022
Faculty of Law, University of Delhi;7000;7946653
Faculty of Law, University of Mostar;1582;35295152
Faculty of Law, University of Zagreb;6230;44185238
Faculty of Law Maribor;800;59432337
Faculty of Medical Sciences, University of Buenos Aires;24198;71622235
Faculty of Medicine, University of Peradeniya;1500;28268838
Faculty of Pharmaceutical Sciences, Chulalongkorn University;1100;29899371
Faculty of Pharmacy and Biochemistry, University of Buenos Aires;4970;71795871
Faculty of Pharmacy of Monastir;1307;54437182
Faculty of Philosophy, Languages and Human Sciences, University of São Paulo;11871;62061422
Faculty of Philosophy, University of Belgrade;4699;27110661
Faculty of Philosophy and Letters, University of Buenos Aires;15289;71830770
Faculty of Political Science and International Relations, Matej Bel University;642;35567116
Faculty of Political Sciences, University of Belgrade;4113;36950844
Faculty of Psychology, University of Buenos Aires;16162;71822107
Faculty of Roman-Catholic Theology, University of Tübingen;232;54144432
Faculty of Social Sciences, Chiang Mai University;1306;46712677
Faculty of Social Sciences, University of Buenos Aires;25000;71617739
Faculty of Social and Human Sciences;5154;30533856
Faculty of Sport and Tourism;500;31684588
Faculty of Veterinary Medicine, University of Liège;1600;64694643
Faculty of Veterinary Sciences, University of Buenos Aires;4283;71758414
Faculté de droit de l'Université Laval;1000;24020016
Fairfax High School (Los Angeles);1827;1922144
Fairfax University of America;17;21596886
Fairfield University;5192;493706
Fairland University;1000;24764019
Fairmont State University;3800;1239097
Faith Baptist Bible College and Seminary;160;36273964
Faith International University & Seminary;400;2867479
Fakir Mohan University;1637;13370001
Falcon College;384;1467234
Fan S. Noli University of Korçë;7000;26237796
Fanshawe College;2020;410411
Fanshawe College;21000;410411
Fanshawe College;22000;410411
Fanshawe College's Music Industry Arts program;210;3028137
Far Eastern College – Silang;1500;47804851
Far Eastern Federal University;41000;1938409
Far Eastern State University of Humanities;5500;42559629
Far Western University;8203;41848177
Fareham College;1800;7999459
Farhangian University;90000;43085902
Faridpur Polytechnic Institute;3824;45321792
Farmingdale State College;9970;571037
Fasa University;1200;57548542
Fashion Institute of Technology;8767;528233
Fateh Chand College for Women (Lahore), Hisar;3253;50337596
Fatima Jinnah Medical University;1500;14706189
Faulkner University;3574;1507084
Favaloro University;2800;5389955
Fayetteville State University;6020;524216
Fayetteville Technical Community College;10932;6285256
Fazaia Ruth Pfau Medical College;300;62427278
Feather River College;1600;3293505
Federal College of Education, Abeokuta;5000;49420024
Federal College of Education (Technical), Umunze;7655;55084003
Federal Institute of Pernambuco;21000;41388324
Federal Polytechnic Bida;4500;59999876
Federal Polytechnic Nasarawa;10000;66232169
Federal Rural University of Rio de Janeiro;29337;21291655
Federal University, Dutsin-Ma;1000;44798463
Federal University, Otuoke;11040;47394808
Federal University Oye Ekiti;26000;38583102
Federal University of ABC;16415;14293177
Federal University of Agriculture, Abeokuta;2538;3120092
Federal University of Alagoas;23848;2407712
Federal University of Alfenas;5647;38945591
Federal University of Bahia;27549;5756452
Federal University of Ceará;34597;1549480
Federal University of Fronteira Sul;7792;27705500
Federal University of Mato Grosso do Sul;20100;12169108
Federal University of Paraíba;39283;1764961
Federal University of Pará;41115;37672964
Federal University of Rio de Janeiro Faculty of Law;3018;26211772
Federal University of Sergipe;30832;27705389
Federal University of Southern and Southeastern Pará;4;43761185
Federal University of Technology Akure;15000;929521
Federal University of Technology – Paraná;21092;17451141
Federal University of Triângulo Mineiro;8;49379573
Federal University of Uberlândia;24500;17296897
Federal University of Viçosa;2017;2228456
Federal University of Viçosa;19860;2228456
Federal Urdu University;13500;6605005
Federation University Australia;6805;41048790
Federation University Australia;14107;41048790
Federation University Australia;14466;41048790
Federico Santa María Technical University;19291;309277
Federico Villarreal National University;22670;25881580
Fenerbahçe University;1400;35101066
Feng Chia University;20544;2157739
Feni Computer Institute;1170;42200785
Feni Government College;24000;54609346
Feni Polytechnic Institute;4000;51088612
Fife College;17000;39674653
Fiji College of Theology & Evangelism;831;26344524
Fiji National University;26000;26550091
Filamer Christian University;6000;28083420
Financial University under the Government of the Russian Federation;45666;21873131
Fiorello H. LaGuardia High School;2819;205098
First Faculty of Medicine, Charles University;3400;42489206
Fisk University;1053;189946
Fitchburg State University;4659;753577
Five Towns College;753;679091
Flagler College;2574;268778
Flagler College – Tallahassee Campus;400;5439848
Fleming College;6800;1413072
Fleming College;10000;1413072
Flinders University;26139;172537
Florida A&M University;9179;567768
Florida A&M University College of Law;529;24431056
Florida A&M University – Florida State University College of Engineering;316;12118597
Florida A&M University – Florida State University College of Engineering;2268;12118597
Florida A&M University – Florida State University College of Engineering;2584;12118597
Florida Atlantic University;30808;880200
Florida College;550;852084
Florida Gateway College;4958;12229247
Florida Gulf Coast University;15373;1399555
Florida Institute of Technology;9316;760169
Florida International University;56592;387849
Florida International University College of Arts and Sciences;13957;11438849
Florida International University College of Business;99415;9975611
Florida International University College of Education;2807;11437104
Florida International University Tianjin Center;1000;70446455
Florida Memorial University;1800;948304
Florida National University;3981;40809203
Florida Polytechnic University;1236;10807087
Florida SouthWestern State College;16576;1572370
Florida State College at Jacksonville;49721;986739
Florida State University;45493;239297
Florida State University College of Arts and Sciences;10959;12118220
Florida State University College of Business;6240;12118368
Florida State University College of Communication and Information;2466;33319525
Florida State University College of Criminology and Criminal Justice;1906;12118501
Florida State University College of Education;2118;12118539
Florida State University College of Fine Arts;1342;12118910
Florida State University College of Human Sciences;2972;12118654
Florida State University College of Law;665;2835466
Florida State University College of Medicine;532;11346415
Florida State University College of Motion Picture Arts;215;12118825
Florida State University College of Music;1082;12118838
Florida State University College of Nursing;553;12118855
Florida State University College of Social Sciences;4684;12118886
Florida State University College of Social Work;917;12118871
Florida State University student housing;8000;22200397
Fluminense Federal University;66186;586268
Folsom Lake College;9239;2801619
Fond du Lac Tribal and Community College;1976;21789166
Fondation Deutsch de la Meurthe;393;35220516
Fontbonne University;955;30870539
Fontys University of Applied Sciences;44486;7338348
Foothill College;13630;1211346
Footwear Design and Development Institute;5980;29616271
Forbes School of Business & Technology;6367;59644478
Fordham University;16986;430029
Fordham University School of Law;1500;8411944
Foreign Trade University;14000;11151371
Forest Hill College;602;6345139
Forest Hill Community High School;2457;1286455
Forman Christian College;8500;2637414
Fort Hays State University;12951;1454695
Fort Peck Community College;430;2022500
Fort Valley State University;2182;1637168
Forth Valley College;13500;9320759
Forum Thomanum;1200;69969439
Foster High School (Tukwila, Washington);882;26515735
Foundation Public School;6000;15830750
Foundation University Medical College;1300;9976800
Fourah Bay College;3465;6238608
Fox Valley Technical College;50000;2910211
Framingham State University;4495;1323032
Francis Marion University;4261;966816
Francis Xavier Engineering College;4000;56360541
Franciscan University of Steubenville;3040;665542
Francisco Gavidia University;0;39430542
Francisco Gavidia University;13;39430542
Francisco José de Caldas District University;26140;3215510
Francisk Skorina Gomel State University;7700;23643050
Andrássy University Budapest;280;15023915
Angle School of Orthodontia;183;48158882
Anhui University of Finance and Economics;28143;19282286
Anhui University of Technology;20000;1343935
Anil Neerukonda Institute of Technology and Sciences;2500;6415506
Ballarat Secondary College;1200;18127929
Balseiro Institute;160;2596736
Baltic International Academy;4500;27872338
Balıkesir University;25030;24311937
Bam University of Medical Sciences;1000;68520830
Bandırma Onyedi Eylül University;11475;52408590
Bangabandhu Medical College;50;67600769
Bankura Unnayani Institute of Engineering;2064;6977225
